label,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y
fist,0.0,0.0,-0.052582383155822754,0.00029417872428894043,-0.09860849380493164,0.006157249212265015,-0.12062591314315796,0.03084471821784973,-0.10443651676177979,0.05375930666923523,-0.07015228271484375,-0.06734153628349304,-0.08979010581970215,0.020808786153793335,-0.0775294303894043,0.03653571009635925,-0.06841915845870972,0.017058581113815308,-0.028709232807159424,-0.05801588296890259,-0.05483275651931763,0.04223713278770447,-0.045307278633117676,0.04874756932258606,-0.039800286293029785,0.018976956605911255,0.008556365966796875,-0.03533157706260681,-0.01849973201751709,0.05676808953285217,-0.01469409465789795,0.06066450476646423,-0.009639263153076172,0.03271809220314026,0.03787374496459961,-0.00910574197769165,0.015691161155700684,0.060052186250686646,0.015692710876464844,0.06200757622718811,0.021305561065673828,0.040869683027267456
fist,0.0,0.0,-0.054218292236328125,-0.0006921291351318359,-0.10108351707458496,0.002558767795562744,-0.12495923042297363,0.027116328477859497,-0.11296117305755615,0.053275078535079956,-0.07374119758605957,-0.06724464893341064,-0.09404301643371582,0.02095809578895569,-0.0823812484741211,0.03584125638008118,-0.07280462980270386,0.01664140820503235,-0.03275191783905029,-0.05716577172279358,-0.05917173624038696,0.04282674193382263,-0.05115103721618652,0.04763922095298767,-0.044629037380218506,0.01924547553062439,0.004239976406097412,-0.033504486083984375,-0.02304917573928833,0.05746546387672424,-0.020384907722473145,0.06092241406440735,-0.014382004737854004,0.034255534410476685,0.033298492431640625,-0.006999939680099487,0.011368513107299805,0.05973413586616516,0.009794235229492188,0.06253638863563538,0.014838635921478271,0.04390493035316467
fist,0.0,0.0,-0.05443006753921509,-0.002176225185394287,-0.10191851854324341,0.0030280649662017822,-0.12504923343658447,0.02850186824798584,-0.11041468381881714,0.053745150566101074,-0.0724409818649292,-0.06822502613067627,-0.09383654594421387,0.02203071117401123,-0.08152413368225098,0.03683161735534668,-0.07072752714157104,0.017723917961120605,-0.030324339866638184,-0.05516389012336731,-0.05931943655014038,0.04666125774383545,-0.049451231956481934,0.04979771375656128,-0.04206448793411255,0.02148735523223877,0.006747126579284668,-0.029518187046051025,-0.023418188095092773,0.06325572729110718,-0.0193137526512146,0.061964571475982666,-0.013220906257629395,0.033797502517700195,0.035558342933654785,-0.0005082488059997559,0.009710609912872314,0.06719976663589478,0.01068800687789917,0.06365805864334106,0.018005788326263428,0.04044288396835327
fist,0.0,0.0,-0.055746257305145264,-0.0011623203754425049,-0.10399234294891357,0.004605501890182495,-0.12721168994903564,0.03150355815887451,-0.11206209659576416,0.05700916051864624,-0.07332682609558105,-0.06376200914382935,-0.09690672159194946,0.02335214614868164,-0.08413302898406982,0.040985107421875,-0.07286089658737183,0.022275686264038086,-0.03135490417480469,-0.0505790114402771,-0.062195003032684326,0.04852652549743652,-0.05193740129470825,0.05768632888793945,-0.04404383897781372,0.029921770095825195,0.005366802215576172,-0.02500423789024353,-0.02559792995452881,0.06542152166366577,-0.021715998649597168,0.06978058815002441,-0.01511526107788086,0.042401909828186035,0.033702313899993896,0.004103720188140869,0.00824958086013794,0.06980139017105103,0.008522093296051025,0.07059210538864136,0.01616823673248291,0.04952520132064819
fist,0.0,0.0,-0.05621379613876343,-0.005507111549377441,-0.10320049524307251,0.0015488862991333008,-0.1278405785560608,0.03127869963645935,-0.12064242362976074,0.05789878964424133,-0.07654464244842529,-0.06286120414733887,-0.10248541831970215,0.029867857694625854,-0.08980429172515869,0.047214657068252563,-0.0789533257484436,0.025806337594985962,-0.034810423851013184,-0.04601892828941345,-0.06764668226242065,0.05597385764122009,-0.05401277542114258,0.062049418687820435,-0.04602622985839844,0.031220227479934692,0.0011272430419921875,-0.018114060163497925,-0.031247973442077637,0.07773777842521667,-0.023772120475769043,0.07560107111930847,-0.016758203506469727,0.04408654570579529,0.029131412506103516,0.012466579675674438,0.0009365677833557129,0.0835328996181488,0.004100441932678223,0.07745739817619324,0.012710630893707275,0.049652546644210815
fist,0.0,0.0,-0.062435686588287354,-0.010873258113861084,-0.11243969202041626,-0.003018587827682495,-0.13870859146118164,0.02863764762878418,-0.13099753856658936,0.05722087621688843,-0.08787155151367188,-0.0613960325717926,-0.1139681339263916,0.03548300266265869,-0.09751349687576294,0.04839777946472168,-0.08450251817703247,0.02390339970588684,-0.04628169536590576,-0.03942650556564331,-0.08083903789520264,0.06432086229324341,-0.06497710943222046,0.06160944700241089,-0.05549657344818115,0.030532240867614746,-0.010655879974365234,-0.008159428834915161,-0.04502171277999878,0.0871042013168335,-0.03381383419036865,0.07837975025177002,-0.025279760360717773,0.04548513889312744,0.01987135410308838,0.022958427667617798,-0.012121200561523438,0.0910569429397583,-0.0062860846519470215,0.07982861995697021,0.003671586513519287,0.049513936042785645
fist,0.0,0.0,-0.06123882532119751,-0.014207154512405396,-0.11693751811981201,-0.001878976821899414,-0.15030354261398315,0.03669494390487671,-0.15492522716522217,0.07272553443908691,-0.10624575614929199,-0.04728978872299194,-0.13359194993972778,0.05333387851715088,-0.11442333459854126,0.06095844507217407,-0.10141390562057495,0.037472546100616455,-0.0654677152633667,-0.022883355617523193,-0.10308641195297241,0.08222746849060059,-0.08496439456939697,0.07471311092376709,-0.07390594482421875,0.04633963108062744,-0.02917104959487915,0.007817327976226807,-0.0662151575088501,0.1024630069732666,-0.052281200885772705,0.08990532159805298,-0.0429232120513916,0.05938810110092163,0.0022478103637695312,0.03820130228996277,-0.03230160474777222,0.10515093803405762,-0.02380448579788208,0.09134513139724731,-0.012920618057250977,0.06223905086517334
fist,0.0,0.0,-0.067798912525177,-0.0104961097240448,-0.13366776704788208,0.009629786014556885,-0.16238820552825928,0.049895524978637695,-0.1499311327934265,0.08713850378990173,-0.10704630613327026,-0.03308078646659851,-0.13388866186141968,0.06462118029594421,-0.11518281698226929,0.06714209914207458,-0.1055716872215271,0.04196655750274658,-0.06510388851165771,-0.01156964898109436,-0.10166388750076294,0.09185329079627991,-0.0863068699836731,0.08339694142341614,-0.07619398832321167,0.05422469973564148,-0.029222726821899414,0.01798713207244873,-0.06847929954528809,0.11251404881477356,-0.05624276399612427,0.09868696331977844,-0.0465465784072876,0.06728723645210266,-0.00024276971817016602,0.04844126105308533,-0.03382366895675659,0.11655911803245544,-0.02777421474456787,0.10198548436164856,-0.017744243144989014,0.0729045569896698
fist,0.0,0.0,-0.07061856985092163,-0.007595419883728027,-0.14258795976638794,0.019361823797225952,-0.1718137264251709,0.060243815183639526,-0.149871826171875,0.09540048241615295,-0.10778886079788208,-0.028141021728515625,-0.13604044914245605,0.07113394141197205,-0.11637252569198608,0.07026013731956482,-0.10676425695419312,0.04367825388908386,-0.06589776277542114,-0.008112460374832153,-0.10240048170089722,0.09870639443397522,-0.08851945400238037,0.08915814757347107,-0.07836514711380005,0.05830004811286926,-0.030738115310668945,0.020791202783584595,-0.06938737630844116,0.11773481965065002,-0.058537185192108154,0.10496166348457336,-0.048623740673065186,0.07297536730766296,-0.0026113390922546387,0.05196079611778259,-0.036939918994903564,0.12424066662788391,-0.030860722064971924,0.111856609582901,-0.019752800464630127,0.08351209759712219
fist,0.0,0.0,-0.07547003030776978,0.0065222084522247314,-0.13898944854736328,0.042000919580459595,-0.15953654050827026,0.08830073475837708,-0.13553613424301147,0.12239494919776917,-0.10879528522491455,-0.01505511999130249,-0.12373065948486328,0.09275522828102112,-0.10499972105026245,0.08587488532066345,-0.09903424978256226,0.05614301562309265,-0.06136447191238403,-0.0033226311206817627,-0.08387923240661621,0.11419305205345154,-0.07193911075592041,0.09835353493690491,-0.06688416004180908,0.06479990482330322,-0.021399319171905518,0.01738220453262329,-0.048826515674591064,0.12550929188728333,-0.04283660650253296,0.10930588841438293,-0.038629353046417236,0.07530567049980164,0.010472118854522705,0.04148799180984497,-0.017019569873809814,0.12358203530311584,-0.01621156930923462,0.11132517457008362,-0.010369598865509033,0.08118471503257751
fist,0.0,0.0,-0.07184016704559326,0.010162830352783203,-0.13281428813934326,0.04417100548744202,-0.15410083532333374,0.08702528476715088,-0.1326237916946411,0.11798471212387085,-0.10586202144622803,-0.015690505504608154,-0.11858141422271729,0.09288126230239868,-0.10089558362960815,0.08655059337615967,-0.09567910432815552,0.05793425440788269,-0.0602036714553833,-0.005845904350280762,-0.08010506629943848,0.11220824718475342,-0.06865698099136353,0.09760040044784546,-0.0637463927268982,0.06564030051231384,-0.02093452215194702,0.014042258262634277,-0.04514366388320923,0.12258398532867432,-0.038342952728271484,0.10809528827667236,-0.03447932004928589,0.074893057346344,0.011477410793304443,0.03804296255111694,-0.01293802261352539,0.12075817584991455,-0.011738419532775879,0.10968059301376343,-0.006750822067260742,0.08019942045211792
fist,0.0,0.0,-0.0727769136428833,0.006628751754760742,-0.13204658031463623,0.04240673780441284,-0.15247273445129395,0.08824577927589417,-0.12973099946975708,0.11861255764961243,-0.1050296425819397,-0.014250427484512329,-0.11343133449554443,0.09267941117286682,-0.096072256565094,0.08381649851799011,-0.09230440855026245,0.05240747332572937,-0.05808675289154053,-0.005094021558761597,-0.07476508617401123,0.11350664496421814,-0.06493246555328369,0.09664353728294373,-0.062346458435058594,0.06336849927902222,-0.01853358745574951,0.014187037944793701,-0.04040729999542236,0.1229221522808075,-0.03514993190765381,0.10594931244850159,-0.033165037631988525,0.07155176997184753,0.013697564601898193,0.03699788451194763,-0.009441673755645752,0.12122371792793274,-0.009019970893859863,0.10683980584144592,-0.005271732807159424,0.07398727536201477
fist,0.0,0.0,-0.07381272315979004,0.004218399524688721,-0.1308598518371582,0.04176381230354309,-0.14795154333114624,0.09209686517715454,-0.1202501654624939,0.12319248914718628,-0.09799021482467651,-0.01365506649017334,-0.10641711950302124,0.09167659282684326,-0.08885359764099121,0.08137291669845581,-0.08378678560256958,0.04816716909408569,-0.05075722932815552,-0.005203723907470703,-0.06722402572631836,0.10926318168640137,-0.0599217414855957,0.09363305568695068,-0.058432042598724365,0.059779614210128784,-0.011973381042480469,0.013681203126907349,-0.034784913063049316,0.11954152584075928,-0.03191983699798584,0.10554414987564087,-0.0299910306930542,0.07093703746795654,0.018957972526550293,0.03647184371948242,-0.0059511661529541016,0.11970072984695435,-0.007705569267272949,0.10930365324020386,-0.003265380859375,0.07821613550186157
fist,0.0,0.0,-0.07280367612838745,0.00905117392539978,-0.1336333155632019,0.04803121089935303,-0.15647602081298828,0.09772780537605286,-0.1400308609008789,0.13196173310279846,-0.1147540807723999,-0.0017580091953277588,-0.12619894742965698,0.10267063975334167,-0.10747915506362915,0.09308966994285583,-0.10211503505706787,0.06358078122138977,-0.0699349045753479,0.005878627300262451,-0.08939898014068604,0.12086918950080872,-0.0761408805847168,0.10194358229637146,-0.07191413640975952,0.06882673501968384,-0.029934585094451904,0.023255378007888794,-0.05545622110366821,0.13049080967903137,-0.04638540744781494,0.11249515414237976,-0.04261791706085205,0.07868358492851257,0.004292309284210205,0.04491758346557617,-0.022259294986724854,0.1275225579738617,-0.019359052181243896,0.11324486136436462,-0.013878166675567627,0.0820692777633667
fist,0.0,0.0,-0.0701485276222229,0.010670453310012817,-0.13339662551879883,0.05334204435348511,-0.15345042943954468,0.1002243161201477,-0.12382256984710693,0.1299651861190796,-0.0996016263961792,-0.0026310980319976807,-0.1128838062286377,0.10564810037612915,-0.09662890434265137,0.0938078761100769,-0.09264099597930908,0.06339144706726074,-0.05549490451812744,0.0057485997676849365,-0.07574194669723511,0.12149077653884888,-0.06663227081298828,0.10393404960632324,-0.062324702739715576,0.07055196166038513,-0.017547130584716797,0.023595571517944336,-0.04258155822753906,0.12815934419631958,-0.03734242916107178,0.11211502552032471,-0.0335354208946228,0.07826754450798035,0.013731718063354492,0.04493620991706848,-0.012644052505493164,0.12572026252746582,-0.012338697910308838,0.11367100477218628,-0.006406426429748535,0.08329534530639648
fist,0.0,0.0,-0.07120424509048462,0.012538284063339233,-0.13754498958587646,0.05632588267326355,-0.16369402408599854,0.10469880700111389,-0.14106076955795288,0.13903942704200745,-0.11469489336013794,-0.0025109946727752686,-0.12937575578689575,0.10769721865653992,-0.11205065250396729,0.09880545735359192,-0.10716438293457031,0.0714520812034607,-0.07428765296936035,0.0036811530590057373,-0.09433162212371826,0.12212005257606506,-0.08370852470397949,0.10576131939888,-0.0800214409828186,0.07300999760627747,-0.037805020809173584,0.0219498872756958,-0.06373590230941772,0.12893858551979065,-0.056823670864105225,0.11360624432563782,-0.053771138191223145,0.08031323552131653,-0.006227374076843262,0.04612988233566284,-0.03263670206069946,0.1298670470714569,-0.028992831707000732,0.12023505568504333,-0.023613929748535156,0.09206637740135193
fist,0.0,0.0,-0.07316309213638306,0.010771214962005615,-0.13561904430389404,0.051539599895477295,-0.15525466203689575,0.10107573866844177,-0.13029247522354126,0.13908687233924866,-0.11081182956695557,-0.0033115148544311523,-0.12420284748077393,0.10644802451133728,-0.106228768825531,0.09938767552375793,-0.10180008411407471,0.07217562198638916,-0.06643593311309814,0.003666609525680542,-0.08433878421783447,0.1214505136013031,-0.07405650615692139,0.1046934425830841,-0.07092666625976562,0.07214605808258057,-0.028508901596069336,0.021025776863098145,-0.052796781063079834,0.12712284922599792,-0.047196805477142334,0.11053004860877991,-0.0444943904876709,0.07770773768424988,0.002525806427001953,0.043251365423202515,-0.0249517560005188,0.12256225943565369,-0.02282416820526123,0.11253419518470764,-0.017040610313415527,0.0854557454586029
fist,0.0,0.0,-0.06704056262969971,0.018121689558029175,-0.11977386474609375,0.05713033676147461,-0.1345977783203125,0.10208457708358765,-0.11581844091415405,0.13212740421295166,-0.09915804862976074,-0.00676301121711731,-0.10245412588119507,0.09931981563568115,-0.08521056175231934,0.09357255697250366,-0.08151626586914062,0.06515449285507202,-0.05363661050796509,-0.002331286668777466,-0.062466979026794434,0.11560326814651489,-0.053209006786346436,0.10194534063339233,-0.05305367708206177,0.06890448927879333,-0.014081835746765137,0.012866288423538208,-0.027528762817382812,0.12003260850906372,-0.02492213249206543,0.10548454523086548,-0.02646327018737793,0.07132503390312195,0.017939269542694092,0.0318913459777832,0.0008561015129089355,0.1111142635345459,-0.0016165375709533691,0.10016459226608276,-0.001707315444946289,0.07039111852645874
fist,0.0,0.0,-0.06503874063491821,0.017552673816680908,-0.11064976453781128,0.05826687812805176,-0.12245720624923706,0.10895711183547974,-0.10636109113693237,0.135265052318573,-0.10347819328308105,0.002331644296646118,-0.09575730562210083,0.10908466577529907,-0.07790565490722656,0.10257595777511597,-0.07739794254302979,0.0714191198348999,-0.05631381273269653,-0.002015739679336548,-0.05398446321487427,0.11691564321517944,-0.04364657402038574,0.1005282998085022,-0.04630917310714722,0.06547659635543823,-0.0130043625831604,0.005323469638824463,-0.01521986722946167,0.11608612537384033,-0.011521995067596436,0.09936249256134033,-0.015411853790283203,0.06396397948265076,0.023602426052093506,0.01784476637840271,0.015759050846099854,0.10239428281784058,0.013840198516845703,0.08868151903152466,0.0112762451171875,0.056046873331069946
fist,0.0,0.0,-0.05948275327682495,0.020602494478225708,-0.0964387059211731,0.05987125635147095,-0.1001242995262146,0.11153769493103027,-0.08413887023925781,0.13945508003234863,-0.09685218334197998,-3.5822391510009766e-05,-0.07269710302352905,0.10662013292312622,-0.06057494878768921,0.09816932678222656,-0.06729650497436523,0.06980806589126587,-0.052931249141693115,-0.017174601554870605,-0.03135967254638672,0.10050386190414429,-0.02821105718612671,0.0785527229309082,-0.03844183683395386,0.047045111656188965,-0.010595321655273438,-0.022143781185150146,0.006542086601257324,0.08717489242553711,0.003964900970458984,0.06672865152359009,-0.005930960178375244,0.0359533429145813,0.026639878749847412,-0.01949569582939148,0.03495979309082031,0.06199449300765991,0.030056476593017578,0.04400506615638733,0.02205139398574829,0.013639837503433228
fist,0.0,0.0,-0.036179304122924805,0.03718724846839905,-0.05798977613449097,0.08068490028381348,-0.046783506870269775,0.11699515581130981,-0.014915704727172852,0.12190645933151245,-0.06098657846450806,-0.003280460834503174,-0.022168874740600586,0.08832228183746338,-0.013867497444152832,0.0986071228981018,-0.018973052501678467,0.07875341176986694,-0.022155702114105225,-0.02923765778541565,0.0220298171043396,0.07261037826538086,0.01905447244644165,0.07653850317001343,0.0020051002502441406,0.05490541458129883,0.01762312650680542,-0.041111648082733154,0.05546945333480835,0.05434805154800415,0.04560089111328125,0.06024360656738281,0.03000187873840332,0.04451882839202881,0.05111265182495117,-0.04319727420806885,0.07947462797164917,0.02707880735397339,0.07002156972885132,0.0315554141998291,0.056939780712127686,0.018376857042312622
fist,0.0,0.0,-0.03216785192489624,0.04399573802947998,-0.055413782596588135,0.08620345592498779,-0.03782767057418823,0.11491519212722778,2.205371856689453e-06,0.10405009984970093,-0.08691138029098511,-0.02506902813911438,-0.037413835525512695,0.05920368432998657,-0.03297162055969238,0.06794822216033936,-0.04276961088180542,0.04670596122741699,-0.05128943920135498,-0.05821135640144348,0.004703521728515625,0.03706085681915283,-0.0013656020164489746,0.04164499044418335,-0.01959848403930664,0.015006721019744873,-0.01181173324584961,-0.07342210412025452,0.03437793254852295,0.01915520429611206,0.025690317153930664,0.02520376443862915,0.008246243000030518,0.0011584758758544922,0.02479863166809082,-0.07563775777816772,0.05583149194717407,-0.0056216418743133545,0.046534836292266846,0.00010353326797485352,0.031630635261535645,-0.02030351758003235
fist,0.0,0.0,-0.02250850200653076,0.054627418518066406,-0.038546621799468994,0.10970205068588257,-0.011517822742462158,0.13696396350860596,0.03045111894607544,0.11479222774505615,-0.06681579351425171,-0.0014664232730865479,-0.0027047395706176758,0.07237648963928223,-0.0009663105010986328,0.08695709705352783,-0.01800328493118286,0.06939435005187988,-0.034874141216278076,-0.040921956300735474,0.033055782318115234,0.04434412717819214,0.026270151138305664,0.060981035232543945,0.002028822898864746,0.03740495443344116,0.0011042356491088867,-0.0634729266166687,0.0622677206993103,0.019921481609344482,0.0497739315032959,0.038186490535736084,0.025691866874694824,0.01985222101211548,0.03602331876754761,-0.07321107387542725,0.07669693231582642,-0.011651873588562012,0.06746292114257812,0.007772535085678101,0.05102330446243286,-0.0003043711185455322
fist,0.0,0.0,-0.011535227298736572,0.06627729535102844,-0.009487152099609375,0.13091382384300232,0.03129845857620239,0.15900245308876038,0.07822340726852417,0.1387028992176056,-0.02299743890762329,0.03018668293952942,0.042249977588653564,0.09535273909568787,0.04470103979110718,0.1187237799167633,0.026204466819763184,0.10579141974449158,0.009637713432312012,-0.010728448629379272,0.07564175128936768,0.06738558411598206,0.07256829738616943,0.09836259484291077,0.047713279724121094,0.07934239506721497,0.04116952419281006,-0.036254674196243286,0.10145652294158936,0.04191714525222778,0.09198117256164551,0.07188603281974792,0.06858158111572266,0.059016913175582886,0.06752759218215942,-0.048771947622299194,0.1099480390548706,0.011270672082901001,0.10400277376174927,0.04184520244598389,0.08969736099243164,0.044202834367752075
